State,Industry,Series.ID,Month,Turnover
NSW,Clothing retailing,A3349399C,1992 Jan,205.1
NSW,Clothing retailing,A3349399C,1992 Feb,178
NSW,Clothing retailing,A3349399C,1992 Mar,180.4
NSW,Clothing retailing,A3349399C,1992 Apr,205.7
NSW,Clothing retailing,A3349399C,1992 May,225.2
NSW,Clothing retailing,A3349399C,1992 Jun,219.1
NSW,Clothing retailing,A3349399C,1992 Jul,220.2
NSW,Clothing retailing,A3349399C,1992 Aug,174.5
NSW,Clothing retailing,A3349399C,1992 Sep,175.8
NSW,Clothing retailing,A3349399C,1992 Oct,197.9
NSW,Clothing retailing,A3349399C,1992 Nov,199.1
NSW,Clothing retailing,A3349399C,1992 Dec,271.1
NSW,Clothing retailing,A3349399C,1993 Jan,173.3
NSW,Clothing retailing,A3349399C,1993 Feb,151
NSW,Clothing retailing,A3349399C,1993 Mar,167.5
NSW,Clothing retailing,A3349399C,1993 Apr,178.7
NSW,Clothing retailing,A3349399C,1993 May,205.5
NSW,Clothing retailing,A3349399C,1993 Jun,191.6
NSW,Clothing retailing,A3349399C,1993 Jul,187.4
NSW,Clothing retailing,A3349399C,1993 Aug,163.9
NSW,Clothing retailing,A3349399C,1993 Sep,176.4
NSW,Clothing retailing,A3349399C,1993 Oct,189
NSW,Clothing retailing,A3349399C,1993 Nov,196.4
NSW,Clothing retailing,A3349399C,1993 Dec,272.3
NSW,Clothing retailing,A3349399C,1994 Jan,180.4
NSW,Clothing retailing,A3349399C,1994 Feb,148.6
NSW,Clothing retailing,A3349399C,1994 Mar,180.5
NSW,Clothing retailing,A3349399C,1994 Apr,194.4
NSW,Clothing retailing,A3349399C,1994 May,201.9
NSW,Clothing retailing,A3349399C,1994 Jun,182.8
NSW,Clothing retailing,A3349399C,1994 Jul,176.5
NSW,Clothing retailing,A3349399C,1994 Aug,171.3
NSW,Clothing retailing,A3349399C,1994 Sep,182.6
NSW,Clothing retailing,A3349399C,1994 Oct,187.6
NSW,Clothing retailing,A3349399C,1994 Nov,194.9
NSW,Clothing retailing,A3349399C,1994 Dec,278.7
NSW,Clothing retailing,A3349399C,1995 Jan,185.7
NSW,Clothing retailing,A3349399C,1995 Feb,155
NSW,Clothing retailing,A3349399C,1995 Mar,181.9
NSW,Clothing retailing,A3349399C,1995 Apr,206.8
NSW,Clothing retailing,A3349399C,1995 May,205.5
NSW,Clothing retailing,A3349399C,1995 Jun,200.9
NSW,Clothing retailing,A3349399C,1995 Jul,191.1
NSW,Clothing retailing,A3349399C,1995 Aug,187.9
NSW,Clothing retailing,A3349399C,1995 Sep,186.3
NSW,Clothing retailing,A3349399C,1995 Oct,194.3
NSW,Clothing retailing,A3349399C,1995 Nov,208.1
NSW,Clothing retailing,A3349399C,1995 Dec,305.3
NSW,Clothing retailing,A3349399C,1996 Jan,204.9
NSW,Clothing retailing,A3349399C,1996 Feb,179.8
NSW,Clothing retailing,A3349399C,1996 Mar,191.8
NSW,Clothing retailing,A3349399C,1996 Apr,210.3
NSW,Clothing retailing,A3349399C,1996 May,221.3
NSW,Clothing retailing,A3349399C,1996 Jun,201.2
NSW,Clothing retailing,A3349399C,1996 Jul,216.2
NSW,Clothing retailing,A3349399C,1996 Aug,200
NSW,Clothing retailing,A3349399C,1996 Sep,193.8
NSW,Clothing retailing,A3349399C,1996 Oct,206.6
NSW,Clothing retailing,A3349399C,1996 Nov,210.6
NSW,Clothing retailing,A3349399C,1996 Dec,307.2
NSW,Clothing retailing,A3349399C,1997 Jan,202.5
NSW,Clothing retailing,A3349399C,1997 Feb,166.8
NSW,Clothing retailing,A3349399C,1997 Mar,174.4
NSW,Clothing retailing,A3349399C,1997 Apr,200.5
NSW,Clothing retailing,A3349399C,1997 May,228.1
NSW,Clothing retailing,A3349399C,1997 Jun,200.5
NSW,Clothing retailing,A3349399C,1997 Jul,207.7
NSW,Clothing retailing,A3349399C,1997 Aug,185.2
NSW,Clothing retailing,A3349399C,1997 Sep,195.9
NSW,Clothing retailing,A3349399C,1997 Oct,199.7
NSW,Clothing retailing,A3349399C,1997 Nov,211
NSW,Clothing retailing,A3349399C,1997 Dec,317.1
NSW,Clothing retailing,A3349399C,1998 Jan,189
NSW,Clothing retailing,A3349399C,1998 Feb,159.6
NSW,Clothing retailing,A3349399C,1998 Mar,175.6
NSW,Clothing retailing,A3349399C,1998 Apr,202.3
NSW,Clothing retailing,A3349399C,1998 May,236.7
NSW,Clothing retailing,A3349399C,1998 Jun,203.8
NSW,Clothing retailing,A3349399C,1998 Jul,211.7
NSW,Clothing retailing,A3349399C,1998 Aug,198
NSW,Clothing retailing,A3349399C,1998 Sep,206.1
NSW,Clothing retailing,A3349399C,1998 Oct,226.9
NSW,Clothing retailing,A3349399C,1998 Nov,211.5
NSW,Clothing retailing,A3349399C,1998 Dec,333.9
NSW,Clothing retailing,A3349399C,1999 Jan,199.8
NSW,Clothing retailing,A3349399C,1999 Feb,167.4
NSW,Clothing retailing,A3349399C,1999 Mar,193.6
NSW,Clothing retailing,A3349399C,1999 Apr,227.1
NSW,Clothing retailing,A3349399C,1999 May,230.6
NSW,Clothing retailing,A3349399C,1999 Jun,219.2
NSW,Clothing retailing,A3349399C,1999 Jul,227.3
NSW,Clothing retailing,A3349399C,1999 Aug,224.6
NSW,Clothing retailing,A3349399C,1999 Sep,232.9
NSW,Clothing retailing,A3349399C,1999 Oct,246.9
NSW,Clothing retailing,A3349399C,1999 Nov,261.3
NSW,Clothing retailing,A3349399C,1999 Dec,396.3
NSW,Clothing retailing,A3349399C,2000 Jan,212.8
NSW,Clothing retailing,A3349399C,2000 Feb,172.9
NSW,Clothing retailing,A3349399C,2000 Mar,215.3
NSW,Clothing retailing,A3349399C,2000 Apr,218.5
NSW,Clothing retailing,A3349399C,2000 May,241.7
NSW,Clothing retailing,A3349399C,2000 Jun,269
NSW,Clothing retailing,A3349399C,2000 Jul,197.5
NSW,Clothing retailing,A3349399C,2000 Aug,207
NSW,Clothing retailing,A3349399C,2000 Sep,279.8
NSW,Clothing retailing,A3349399C,2000 Oct,227.3
NSW,Clothing retailing,A3349399C,2000 Nov,232.5
NSW,Clothing retailing,A3349399C,2000 Dec,363.5
NSW,Clothing retailing,A3349399C,2001 Jan,208.3
NSW,Clothing retailing,A3349399C,2001 Feb,170
NSW,Clothing retailing,A3349399C,2001 Mar,218.2
NSW,Clothing retailing,A3349399C,2001 Apr,248.1
NSW,Clothing retailing,A3349399C,2001 May,274.9
NSW,Clothing retailing,A3349399C,2001 Jun,243.3
NSW,Clothing retailing,A3349399C,2001 Jul,231.7
NSW,Clothing retailing,A3349399C,2001 Aug,215.5
NSW,Clothing retailing,A3349399C,2001 Sep,234
NSW,Clothing retailing,A3349399C,2001 Oct,249.2
NSW,Clothing retailing,A3349399C,2001 Nov,256.4
NSW,Clothing retailing,A3349399C,2001 Dec,381.7
NSW,Clothing retailing,A3349399C,2002 Jan,258.3
NSW,Clothing retailing,A3349399C,2002 Feb,214.2
NSW,Clothing retailing,A3349399C,2002 Mar,246.6
NSW,Clothing retailing,A3349399C,2002 Apr,237.1
NSW,Clothing retailing,A3349399C,2002 May,266.2
NSW,Clothing retailing,A3349399C,2002 Jun,225.5
NSW,Clothing retailing,A3349399C,2002 Jul,230.7
NSW,Clothing retailing,A3349399C,2002 Aug,230.1
NSW,Clothing retailing,A3349399C,2002 Sep,237.8
NSW,Clothing retailing,A3349399C,2002 Oct,262.7
NSW,Clothing retailing,A3349399C,2002 Nov,279.7
NSW,Clothing retailing,A3349399C,2002 Dec,400.1
NSW,Clothing retailing,A3349399C,2003 Jan,247.4
NSW,Clothing retailing,A3349399C,2003 Feb,196.6
NSW,Clothing retailing,A3349399C,2003 Mar,238.5
NSW,Clothing retailing,A3349399C,2003 Apr,258.1
NSW,Clothing retailing,A3349399C,2003 May,263.2
NSW,Clothing retailing,A3349399C,2003 Jun,248.9
NSW,Clothing retailing,A3349399C,2003 Jul,235.4
NSW,Clothing retailing,A3349399C,2003 Aug,231.3
NSW,Clothing retailing,A3349399C,2003 Sep,248.1
NSW,Clothing retailing,A3349399C,2003 Oct,268.6
NSW,Clothing retailing,A3349399C,2003 Nov,283.9
NSW,Clothing retailing,A3349399C,2003 Dec,415.9
NSW,Clothing retailing,A3349399C,2004 Jan,271.5
NSW,Clothing retailing,A3349399C,2004 Feb,220.4
NSW,Clothing retailing,A3349399C,2004 Mar,241.9
NSW,Clothing retailing,A3349399C,2004 Apr,260.8
NSW,Clothing retailing,A3349399C,2004 May,290.1
NSW,Clothing retailing,A3349399C,2004 Jun,279.6
NSW,Clothing retailing,A3349399C,2004 Jul,250.6
NSW,Clothing retailing,A3349399C,2004 Aug,234.9
NSW,Clothing retailing,A3349399C,2004 Sep,264.3
NSW,Clothing retailing,A3349399C,2004 Oct,274.1
NSW,Clothing retailing,A3349399C,2004 Nov,284.9
NSW,Clothing retailing,A3349399C,2004 Dec,426.2
NSW,Clothing retailing,A3349399C,2005 Jan,280
NSW,Clothing retailing,A3349399C,2005 Feb,215.5
NSW,Clothing retailing,A3349399C,2005 Mar,272.8
NSW,Clothing retailing,A3349399C,2005 Apr,263
NSW,Clothing retailing,A3349399C,2005 May,296.8
NSW,Clothing retailing,A3349399C,2005 Jun,292.6
NSW,Clothing retailing,A3349399C,2005 Jul,261.4
NSW,Clothing retailing,A3349399C,2005 Aug,252.1
NSW,Clothing retailing,A3349399C,2005 Sep,276.5
NSW,Clothing retailing,A3349399C,2005 Oct,287
NSW,Clothing retailing,A3349399C,2005 Nov,301.8
NSW,Clothing retailing,A3349399C,2005 Dec,422.8
NSW,Clothing retailing,A3349399C,2006 Jan,275.7
NSW,Clothing retailing,A3349399C,2006 Feb,215.7
NSW,Clothing retailing,A3349399C,2006 Mar,253.6
NSW,Clothing retailing,A3349399C,2006 Apr,279.2
NSW,Clothing retailing,A3349399C,2006 May,298
NSW,Clothing retailing,A3349399C,2006 Jun,286.8
NSW,Clothing retailing,A3349399C,2006 Jul,264.7
NSW,Clothing retailing,A3349399C,2006 Aug,265.1
NSW,Clothing retailing,A3349399C,2006 Sep,295.8
NSW,Clothing retailing,A3349399C,2006 Oct,317.5
NSW,Clothing retailing,A3349399C,2006 Nov,326.7
NSW,Clothing retailing,A3349399C,2006 Dec,456.7
NSW,Clothing retailing,A3349399C,2007 Jan,302.1
NSW,Clothing retailing,A3349399C,2007 Feb,243.8
NSW,Clothing retailing,A3349399C,2007 Mar,295.2
NSW,Clothing retailing,A3349399C,2007 Apr,299.8
NSW,Clothing retailing,A3349399C,2007 May,311.2
NSW,Clothing retailing,A3349399C,2007 Jun,332.7
NSW,Clothing retailing,A3349399C,2007 Jul,303.3
NSW,Clothing retailing,A3349399C,2007 Aug,286.2
NSW,Clothing retailing,A3349399C,2007 Sep,298
NSW,Clothing retailing,A3349399C,2007 Oct,342.2
NSW,Clothing retailing,A3349399C,2007 Nov,346.3
NSW,Clothing retailing,A3349399C,2007 Dec,490.6
NSW,Clothing retailing,A3349399C,2008 Jan,335.3
NSW,Clothing retailing,A3349399C,2008 Feb,271.6
NSW,Clothing retailing,A3349399C,2008 Mar,288.4
NSW,Clothing retailing,A3349399C,2008 Apr,350.2
NSW,Clothing retailing,A3349399C,2008 May,357.6
NSW,Clothing retailing,A3349399C,2008 Jun,319.8
NSW,Clothing retailing,A3349399C,2008 Jul,329.7
NSW,Clothing retailing,A3349399C,2008 Aug,310.5
NSW,Clothing retailing,A3349399C,2008 Sep,325.5
NSW,Clothing retailing,A3349399C,2008 Oct,341.9
NSW,Clothing retailing,A3349399C,2008 Nov,351.7
NSW,Clothing retailing,A3349399C,2008 Dec,535.3
NSW,Clothing retailing,A3349399C,2009 Jan,360.8
NSW,Clothing retailing,A3349399C,2009 Feb,280.3
NSW,Clothing retailing,A3349399C,2009 Mar,333.3
NSW,Clothing retailing,A3349399C,2009 Apr,375.8
NSW,Clothing retailing,A3349399C,2009 May,409.1
NSW,Clothing retailing,A3349399C,2009 Jun,379.5
NSW,Clothing retailing,A3349399C,2009 Jul,357
NSW,Clothing retailing,A3349399C,2009 Aug,343.8
NSW,Clothing retailing,A3349399C,2009 Sep,364.3
NSW,Clothing retailing,A3349399C,2009 Oct,378.5
NSW,Clothing retailing,A3349399C,2009 Nov,411
NSW,Clothing retailing,A3349399C,2009 Dec,587
NSW,Clothing retailing,A3349399C,2010 Jan,317.2
NSW,Clothing retailing,A3349399C,2010 Feb,244.7
NSW,Clothing retailing,A3349399C,2010 Mar,301.4
NSW,Clothing retailing,A3349399C,2010 Apr,323.9
NSW,Clothing retailing,A3349399C,2010 May,368.1
NSW,Clothing retailing,A3349399C,2010 Jun,342.6
NSW,Clothing retailing,A3349399C,2010 Jul,331.5
NSW,Clothing retailing,A3349399C,2010 Aug,324.5
NSW,Clothing retailing,A3349399C,2010 Sep,348
NSW,Clothing retailing,A3349399C,2010 Oct,332
NSW,Clothing retailing,A3349399C,2010 Nov,358.2
NSW,Clothing retailing,A3349399C,2010 Dec,539.8
NSW,Clothing retailing,A3349399C,2011 Jan,318.7
NSW,Clothing retailing,A3349399C,2011 Feb,268.9
NSW,Clothing retailing,A3349399C,2011 Mar,320.1
NSW,Clothing retailing,A3349399C,2011 Apr,340.1
NSW,Clothing retailing,A3349399C,2011 May,359.8
NSW,Clothing retailing,A3349399C,2011 Jun,327.3
NSW,Clothing retailing,A3349399C,2011 Jul,305.6
NSW,Clothing retailing,A3349399C,2011 Aug,299.4
NSW,Clothing retailing,A3349399C,2011 Sep,324.7
NSW,Clothing retailing,A3349399C,2011 Oct,330
NSW,Clothing retailing,A3349399C,2011 Nov,354.5
NSW,Clothing retailing,A3349399C,2011 Dec,547.4
NSW,Clothing retailing,A3349399C,2012 Jan,342.5
NSW,Clothing retailing,A3349399C,2012 Feb,275.1
NSW,Clothing retailing,A3349399C,2012 Mar,328.9
NSW,Clothing retailing,A3349399C,2012 Apr,338.2
NSW,Clothing retailing,A3349399C,2012 May,386.6
NSW,Clothing retailing,A3349399C,2012 Jun,370.2
NSW,Clothing retailing,A3349399C,2012 Jul,347.6
NSW,Clothing retailing,A3349399C,2012 Aug,329.5
NSW,Clothing retailing,A3349399C,2012 Sep,369.4
NSW,Clothing retailing,A3349399C,2012 Oct,365.4
NSW,Clothing retailing,A3349399C,2012 Nov,383.3
NSW,Clothing retailing,A3349399C,2012 Dec,579.3
NSW,Clothing retailing,A3349399C,2013 Jan,369.3
NSW,Clothing retailing,A3349399C,2013 Feb,299.3
NSW,Clothing retailing,A3349399C,2013 Mar,337.6
NSW,Clothing retailing,A3349399C,2013 Apr,388.1
NSW,Clothing retailing,A3349399C,2013 May,422.7
NSW,Clothing retailing,A3349399C,2013 Jun,400.8
NSW,Clothing retailing,A3349399C,2013 Jul,397.5
NSW,Clothing retailing,A3349399C,2013 Aug,385.8
NSW,Clothing retailing,A3349399C,2013 Sep,433.1
NSW,Clothing retailing,A3349399C,2013 Oct,462.3
NSW,Clothing retailing,A3349399C,2013 Nov,474.1
NSW,Clothing retailing,A3349399C,2013 Dec,666.5
NSW,Clothing retailing,A3349399C,2014 Jan,440.4
NSW,Clothing retailing,A3349399C,2014 Feb,341.9
NSW,Clothing retailing,A3349399C,2014 Mar,412.6
NSW,Clothing retailing,A3349399C,2014 Apr,441.7
NSW,Clothing retailing,A3349399C,2014 May,459.4
NSW,Clothing retailing,A3349399C,2014 Jun,447.8
NSW,Clothing retailing,A3349399C,2014 Jul,413.6
NSW,Clothing retailing,A3349399C,2014 Aug,388.1
NSW,Clothing retailing,A3349399C,2014 Sep,434.2
NSW,Clothing retailing,A3349399C,2014 Oct,449.6
NSW,Clothing retailing,A3349399C,2014 Nov,458.3
NSW,Clothing retailing,A3349399C,2014 Dec,692.7
NSW,Clothing retailing,A3349399C,2015 Jan,453.3
NSW,Clothing retailing,A3349399C,2015 Feb,343.9
NSW,Clothing retailing,A3349399C,2015 Mar,419.6
NSW,Clothing retailing,A3349399C,2015 Apr,464.9
NSW,Clothing retailing,A3349399C,2015 May,482.6
NSW,Clothing retailing,A3349399C,2015 Jun,458.4
NSW,Clothing retailing,A3349399C,2015 Jul,443.7
NSW,Clothing retailing,A3349399C,2015 Aug,412.2
NSW,Clothing retailing,A3349399C,2015 Sep,447.9
NSW,Clothing retailing,A3349399C,2015 Oct,476.1
NSW,Clothing retailing,A3349399C,2015 Nov,481.2
NSW,Clothing retailing,A3349399C,2015 Dec,756.8
NSW,Clothing retailing,A3349399C,2016 Jan,468.7
NSW,Clothing retailing,A3349399C,2016 Feb,381.1
NSW,Clothing retailing,A3349399C,2016 Mar,460.5
NSW,Clothing retailing,A3349399C,2016 Apr,488.3
NSW,Clothing retailing,A3349399C,2016 May,489.8
NSW,Clothing retailing,A3349399C,2016 Jun,514.3
NSW,Clothing retailing,A3349399C,2016 Jul,460.5
NSW,Clothing retailing,A3349399C,2016 Aug,438.4
NSW,Clothing retailing,A3349399C,2016 Sep,469.7
NSW,Clothing retailing,A3349399C,2016 Oct,479.8
NSW,Clothing retailing,A3349399C,2016 Nov,529.3
NSW,Clothing retailing,A3349399C,2016 Dec,809.2
NSW,Clothing retailing,A3349399C,2017 Jan,494.5
NSW,Clothing retailing,A3349399C,2017 Feb,380.3
NSW,Clothing retailing,A3349399C,2017 Mar,469.6
NSW,Clothing retailing,A3349399C,2017 Apr,491.2
NSW,Clothing retailing,A3349399C,2017 May,532.1
NSW,Clothing retailing,A3349399C,2017 Jun,526.9
NSW,Clothing retailing,A3349399C,2017 Jul,473.9
NSW,Clothing retailing,A3349399C,2017 Aug,460.5
NSW,Clothing retailing,A3349399C,2017 Sep,490.8
NSW,Clothing retailing,A3349399C,2017 Oct,507.4
NSW,Clothing retailing,A3349399C,2017 Nov,556.2
NSW,Clothing retailing,A3349399C,2017 Dec,791.2
NSW,Clothing retailing,A3349399C,2018 Jan,521.4
NSW,Clothing retailing,A3349399C,2018 Feb,402.9
NSW,Clothing retailing,A3349399C,2018 Mar,476.1
NSW,Clothing retailing,A3349399C,2018 Apr,475.4
NSW,Clothing retailing,A3349399C,2018 May,566.1
NSW,Clothing retailing,A3349399C,2018 Jun,560
NSW,Clothing retailing,A3349399C,2018 Jul,483.1
NSW,Clothing retailing,A3349399C,2018 Aug,473.9
NSW,Clothing retailing,A3349399C,2018 Sep,489.8
NSW,Clothing retailing,A3349399C,2018 Oct,524.3
NSW,Clothing retailing,A3349399C,2018 Nov,563.8
NSW,Clothing retailing,A3349399C,2018 Dec,793.1
NSW,Clothing retailing,A3349399C,2019 Jan,497.4
NSW,Clothing retailing,A3349399C,2019 Feb,395.2
NSW,Clothing retailing,A3349399C,2019 Mar,475.3
NSW,Clothing retailing,A3349399C,2019 Apr,491.6
NSW,Clothing retailing,A3349399C,2019 May,548.2
NSW,Clothing retailing,A3349399C,2019 Jun,543.5
NSW,Clothing retailing,A3349399C,2019 Jul,483.7
NSW,Clothing retailing,A3349399C,2019 Aug,479
NSW,Clothing retailing,A3349399C,2019 Sep,484.4
NSW,Clothing retailing,A3349399C,2019 Oct,521.1
NSW,Clothing retailing,A3349399C,2019 Nov,577.5
NSW,Clothing retailing,A3349399C,2019 Dec,794.7
NSW,Clothing retailing,A3349399C,2020 Jan,503
NSW,Clothing retailing,A3349399C,2020 Feb,399
NSW,Clothing retailing,A3349399C,2020 Mar,364.2
NSW,Clothing retailing,A3349399C,2020 Apr,192.9
NSW,Clothing retailing,A3349399C,2020 May,475.5
NSW,Clothing retailing,A3349399C,2020 Jun,588.9
NSW,Clothing retailing,A3349399C,2020 Jul,606.2
NSW,Clothing retailing,A3349399C,2020 Aug,525.1
NSW,Clothing retailing,A3349399C,2020 Sep,564
NSW,Clothing retailing,A3349399C,2020 Oct,641.8
NSW,Clothing retailing,A3349399C,2020 Nov,715.6
NSW,Clothing retailing,A3349399C,2020 Dec,931.2
NSW,Clothing retailing,A3349399C,2021 Jan,539.3
NSW,Clothing retailing,A3349399C,2021 Feb,504
NSW,Clothing retailing,A3349399C,2021 Mar,613.8
NSW,Clothing retailing,A3349399C,2021 Apr,661.9
NSW,Clothing retailing,A3349399C,2021 May,724.8
NSW,Clothing retailing,A3349399C,2021 Jun,647.2
NSW,Clothing retailing,A3349399C,2021 Jul,324.9
NSW,Clothing retailing,A3349399C,2021 Aug,258.2
NSW,Clothing retailing,A3349399C,2021 Sep,292.3
NSW,Clothing retailing,A3349399C,2021 Oct,599.9
NSW,Clothing retailing,A3349399C,2021 Nov,823.1
NSW,Clothing retailing,A3349399C,2021 Dec,1032
NSW,Clothing retailing,A3349399C,2022 Jan,606.6
NSW,Clothing retailing,A3349399C,2022 Feb,566
NSW,Clothing retailing,A3349399C,2022 Mar,698.7
NSW,Clothing retailing,A3349399C,2022 Apr,743.2
NSW,Clothing retailing,A3349399C,2022 May,773
NSW,Clothing retailing,A3349399C,2022 Jun,788.3
NSW,Clothing retailing,A3349399C,2022 Jul,711.4
NSW,Clothing retailing,A3349399C,2022 Aug,683.6
NSW,Clothing retailing,A3349399C,2022 Sep,710.4
NSW,Clothing retailing,A3349399C,2022 Oct,743.1
NSW,Clothing retailing,A3349399C,2022 Nov,887.8
NSW,Clothing retailing,A3349399C,2022 Dec,1120.8
NSW,"Clothing, footwear and personal accessory retailing",A3349871W,1982 Apr,126.7
NSW,"Clothing, footwear and personal accessory retailing",A3349871W,1982 May,141.3
NSW,"Clothing, footwear and personal accessory retailing",A3349871W,1982 Jun,127.6
NSW,"Clothing, footwear and personal accessory retailing",A3349871W,1982 Jul,128.8
NSW,"Clothing, footwear and personal accessory retailing",A3349871W,1982 Aug,112.3
NSW,"Clothing, footwear and personal accessory retailing",A3349871W,1982 Sep,121.6
NSW,"Clothing, footwear and personal accessory retailing",A3349871W,1982 Oct,115.2
NSW,"Clothing, footwear and personal accessory retailing",A3349871W,1982 Nov,134.3
NSW,"Clothing, footwear and personal accessory retailing",A3349871W,1982 Dec,194.6
NSW,"Clothing, footwear and personal accessory retailing",A3349871W,1983 Jan,109.8
NSW,"Clothing, footwear and personal accessory retailing",A3349871W,1983 Feb,102.3
NSW,"Clothing, footwear and personal accessory retailing",A3349871W,1983 Mar,127.5
NSW,"Clothing, footwear and personal accessory retailing",A3349871W,1983 Apr,150.6
NSW,"Clothing, footwear and personal accessory retailing",A3349871W,1983 May,153.9
NSW,"Clothing, footwear and personal accessory retailing",A3349871W,1983 Jun,140.7
NSW,"Clothing, footwear and personal accessory retailing",A3349871W,1983 Jul,131.5
NSW,"Clothing, footwear and personal accessory retailing",A3349871W,1983 Aug,130.2
NSW,"Clothing, footwear and personal accessory retailing",A3349871W,1983 Sep,142.9
NSW,"Clothing, footwear and personal accessory retailing",A3349871W,1983 Oct,135.2
NSW,"Clothing, footwear and personal accessory retailing",A3349871W,1983 Nov,151.2
NSW,"Clothing, footwear and personal accessory retailing",A3349871W,1983 Dec,214.8
NSW,"Clothing, footwear and personal accessory retailing",A3349871W,1984 Jan,117.9
NSW,"Clothing, footwear and personal accessory retailing",A3349871W,1984 Feb,117.2
NSW,"Clothing, footwear and personal accessory retailing",A3349871W,1984 Mar,148.8
NSW,"Clothing, footwear and personal accessory retailing",A3349871W,1984 Apr,139.2
NSW,"Clothing, footwear and personal accessory retailing",A3349871W,1984 May,173
NSW,"Clothing, footwear and personal accessory retailing",A3349871W,1984 Jun,138
NSW,"Clothing, footwear and personal accessory retailing",A3349871W,1984 Jul,141.3
NSW,"Clothing, footwear and personal accessory retailing",A3349871W,1984 Aug,145.7
NSW,"Clothing, footwear and personal accessory retailing",A3349871W,1984 Sep,142.2
NSW,"Clothing, footwear and personal accessory retailing",A3349871W,1984 Oct,164.2
NSW,"Clothing, footwear and personal accessory retailing",A3349871W,1984 Nov,177.8
NSW,"Clothing, footwear and personal accessory retailing",A3349871W,1984 Dec,231.6
NSW,"Clothing, footwear and personal accessory retailing",A3349871W,1985 Jan,139.5
NSW,"Clothing, footwear and personal accessory retailing",A3349871W,1985 Feb,127.1
NSW,"Clothing, footwear and personal accessory retailing",A3349871W,1985 Mar,140.8
NSW,"Clothing, footwear and personal accessory retailing",A3349871W,1985 Apr,160.7
NSW,"Clothing, footwear and personal accessory retailing",A3349871W,1985 May,196.9
NSW,"Clothing, footwear and personal accessory retailing",A3349871W,1985 Jun,157.9
NSW,"Clothing, footwear and personal accessory retailing",A3349871W,1985 Jul,168.6
NSW,"Clothing, footwear and personal accessory retailing",A3349871W,1985 Aug,162.3
NSW,"Clothing, footwear and personal accessory retailing",A3349871W,1985 Sep,158.1
NSW,"Clothing, footwear and personal accessory retailing",A3349871W,1985 Oct,194.9
NSW,"Clothing, footwear and personal accessory retailing",A3349871W,1985 Nov,213.3
NSW,"Clothing, footwear and personal accessory retailing",A3349871W,1985 Dec,277.7
NSW,"Clothing, footwear and personal accessory retailing",A3349871W,1986 Jan,166.4
NSW,"Clothing, footwear and personal accessory retailing",A3349871W,1986 Feb,140.2
NSW,"Clothing, footwear and personal accessory retailing",A3349871W,1986 Mar,147.4
NSW,"Clothing, footwear and personal accessory retailing",A3349871W,1986 Apr,172.1
NSW,"Clothing, footwear and personal accessory retailing",A3349871W,1986 May,214.8
NSW,"Clothing, footwear and personal accessory retailing",A3349871W,1986 Jun,177.4
NSW,"Clothing, footwear and personal accessory retailing",A3349871W,1986 Jul,179.3
NSW,"Clothing, footwear and personal accessory retailing",A3349871W,1986 Aug,168.6
NSW,"Clothing, footwear and personal accessory retailing",A3349871W,1986 Sep,177.5
NSW,"Clothing, footwear and personal accessory retailing",A3349871W,1986 Oct,199
NSW,"Clothing, footwear and personal accessory retailing",A3349871W,1986 Nov,197.4
NSW,"Clothing, footwear and personal accessory retailing",A3349871W,1986 Dec,287.9
NSW,"Clothing, footwear and personal accessory retailing",A3349871W,1987 Jan,161.7
NSW,"Clothing, footwear and personal accessory retailing",A3349871W,1987 Feb,143
NSW,"Clothing, footwear and personal accessory retailing",A3349871W,1987 Mar,163.3
NSW,"Clothing, footwear and personal accessory retailing",A3349871W,1987 Apr,186.9
NSW,"Clothing, footwear and personal accessory retailing",A3349871W,1987 May,214.7
NSW,"Clothing, footwear and personal accessory retailing",A3349871W,1987 Jun,189.5
NSW,"Clothing, footwear and personal accessory retailing",A3349871W,1987 Jul,199.3
NSW,"Clothing, footwear and personal accessory retailing",A3349871W,1987 Aug,178.5
NSW,"Clothing, footwear and personal accessory retailing",A3349871W,1987 Sep,199.1
NSW,"Clothing, footwear and personal accessory retailing",A3349871W,1987 Oct,211
NSW,"Clothing, footwear and personal accessory retailing",A3349871W,1987 Nov,208.4
NSW,"Clothing, footwear and personal accessory retailing",A3349871W,1987 Dec,302
NSW,"Clothing, footwear and personal accessory retailing",A3349871W,1988 Jan,180.6
NSW,"Clothing, footwear and personal accessory retailing",A3349871W,1988 Feb,176.3
NSW,"Clothing, footwear and personal accessory retailing",A3349871W,1988 Mar,194.1
NSW,"Clothing, footwear and personal accessory retailing",A3349871W,1988 Apr,198.7
NSW,"Clothing, footwear and personal accessory retailing",A3349871W,1988 May,214.2
NSW,"Clothing, footwear and personal accessory retailing",A3349871W,1988 Jun,202.7
NSW,"Clothing, footwear and personal accessory retailing",A3349871W,1988 Jul,195.9
NSW,"Clothing, footwear and personal accessory retailing",A3349871W,1988 Aug,189.3
NSW,"Clothing, footwear and personal accessory retailing",A3349871W,1988 Sep,219.3
NSW,"Clothing, footwear and personal accessory retailing",A3349871W,1988 Oct,221.5
NSW,"Clothing, footwear and personal accessory retailing",A3349871W,1988 Nov,238.5
NSW,"Clothing, footwear and personal accessory retailing",A3349871W,1988 Dec,346.9
NSW,"Clothing, footwear and personal accessory retailing",A3349871W,1989 Jan,214.8
NSW,"Clothing, footwear and personal accessory retailing",A3349871W,1989 Feb,176.8
